,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,reviewTextClean,length,predictedSentiment,predictedSentimentConfidence
26,465,2361,11059,11059,3.0,False,"11 13, 2015",A2BB4DGBRVGKWW,B0123C648Y,,A Customer,"I am an artsy type, but also lazy. I loved art class in school because I had a whole room full of supplies, though I hated cleaning up. I was really looking forward to using this software because it simulates all of that messy stuff which is fun to use but not convenient. Fun times ahead!

It's mostly a fairly straightforward painting/editing program, but it has a whole ton of ""brushes"", both simulated real art tools (paint brushes, pens, spatulas, airbrushing, etc) and some wacky fun stuff like the ""image hose"" which lays down a trail of objects. If you're a skilled hand artist, or planning to become one, many of the brush types will be very useful in creating digital images which do look very much like they were created with brush, pen, or sponge strokes.

However, for what I expected to be a pretty high-end piece of software, I was disappointed with some quirks.

To avoid using the word ""tool"" (often used to refer to editing tools) and also avoid calling everything a ""brush"", I will refer to all simulated things as implements.

Some of the implements are too perfect and constant, and obvious patterns show. The ""loaded palette knife 2"" strokes with a pattern you might expect from a scraping painter's knife, but it NEVER CHANGES, down to the pixel. And unlike some of the other implements, there's no rounding or smoothing of the stroke to make it look convincing. It's exactly what you would get by copying and dragging a row of pixels in a paint program on an old DOS box. See the uploaded image, it's loaded with patterned artifacts. Utterly useless. Some others had similar problems, but I remembered this knife as the worst.

Some implements which rotate to match the stroke direction have a similar problem. They are completely 2-dimensional, and while they make delightful swirls of texture, they ALWAYS start and end with a completely flat row of pixels, just as no object in the univers would if used to draw. Again, it looks like the obvious result of a paint program.

One feature I was initially happy to see is the ability to zoom in with the mouse's scroll wheel. Why that isn't universal I have no idea, and being a detail hawk I am constantly zooming in and out at various points. Great! But it's silly, because using your scroll wheel will only zoom in to the exact center of your screen. The program doesn't care where your cursor is! So you have to first drag over to center whatever area you want to zoom in on. How did they not think to make it zoom in on the area I am pointing at? Yes, I can drag to the area first, but zooming in & out is something I might do literally hundreds of times while working on one image.

I was not able to figure out why trying to pick the crop tool sometimes jumps my focus down to the canvass layer, which is surely the last layer anyone would want to crop and move. Unlike some other things, there was no popup telling me why it didn't want to let me crop the paint layer.

Here's another silly thing. The escape key does not un-select things. If you use the select tool, and have the dotted box around an area then either perform some action or change your mind, you want to un-select the area. In every other program I have used, either ESC or ENTER will unselect the area and let you move on with your life, which is handy because you can draw with your right hand and hit keys like that with your left. In Corel, you have to use the ""reset tool"" on the menu bar. Again, it might not seem like a big deal but it interrupts the flow of an action you might do hundreds of times while working on a serious project. And it's not like the ESC key does anything else.

And finally, though the number of tools is impressive at first, it's all about buying upgrades. Want more brushes? Hand over a chunk of cash. It looks like the ""image hose"" is the same, and you can only use leaves and tires so many times before your work looks like a child got on your computer when you weren't there.  When the program first started, this really convenient learning interface popped up. Oh good, something to get me started! Not really, they're all ""30 lecture"" bundles you have to buy. No free 5-minute intro to using Corel's mediocre interface.

Overall, it's got some good stuff. But don't think you're buying into some great thing. They think they're selling you a bare-bones system, some of which can be addressed with upgrades and some maybe not.",Expected better,1447372800,9.0,['https://images-na.ssl-images-amazon.com/images/I/61R--+XleWL._SY88.jpg'],artsy type also lazy loved art class school whole room full supply though hated cleaning really looking forward using software simulates messy stuff fun use convenient fun time ahead mostly fairly straightforward painting editing program whole ton brush simulated real art tool paint brush pen spatula airbrushing etc wacky fun stuff like image hose lay trail object skilled hand artist planning become one many brush type useful creating digital image look much like created brush pen sponge stroke however expected pretty high end piece software disappointed quirk avoid using word tool often used refer editing tool also avoid calling everything brush refer simulated thing implement implement perfect constant obvious pattern show loaded palette knife stroke pattern might expect scraping painter knife never change pixel unlike implement rounding smoothing stroke make look convincing exactly would get copying dragging row pixel paint program old do box see uploaded image loaded patterned artifact utterly useless others similar problem remembered knife worst implement rotate match stroke direction similar problem completely dimensional make delightful swirl texture always start end completely flat row pixel object univers would used draw look like obvious result paint program one feature initially happy see ability zoom mouse scroll wheel universal idea detail hawk constantly zooming various point great silly using scroll wheel zoom exact center screen program care cursor first drag center whatever area want zoom think make zoom area pointing yes drag area first zooming something might literally hundred time working one image able figure trying pick crop tool sometimes jump focus canvas layer surely last layer anyone would want crop move unlike thing popup telling want let crop paint layer another silly thing escape key un select thing use select tool dotted box around area either perform action change mind want un select area every program used either esc enter unselect area let move life handy draw right hand hit key like left corel use reset tool menu bar might seem like big deal interrupt flow action might hundred time working serious project like esc key anything else finally though number tool impressive first buying upgrade want brush hand chunk cash look like image hose use leaf tire many time work look like child got computer program first started really convenient learning interface popped oh good something get started really lecture bundle buy free minute intro using corel mediocre interface overall got good stuff think buying great thing think selling bare bone system addressed upgrade maybe,4413,1,0.75
27,818,1609,6522,6522,2.0,False,"05 14, 2013",A105S56ODHGJEK,B008414ZYY,{'Format:': ' CD-ROM'},Peace Daddy,"I was expecting a bit of a learning curve with Sage 50, but after spending several hours with it, it ended up being way too complicated and not worth the effort in wasting any more time. Unless you're already familiar with the program or have somebody who knows what they're doing working with this, I can't recommend it. It's just not worth the extreme hassle -- they could have made this much easier to learn for the average person, or even somebody with a little knowledge in the area like myself.",Way too complicated,1368489600,,,expecting bit learning curve sage spending several hour ended way complicated worth effort wasting time unless already familiar program somebody know working recommend worth extreme hassle could made much easier learn average person even somebody little knowledge area like,500,0,1.0
28,951,812,12467,12467,2.0,False,"01 23, 2013",A6VPK7X53QNAQ,B003CIPI9A,{'Platform:': ' PC Disc'},Zen,"To register this software you must call a number and be subjected to an extreme sales pitch to upgrade. After that you find that this is a page publisher like MS Publisher to create newsletters etc. There are some useful features but it will feel clunky to those used to the Microsoft interface or even Photoshop Elements etc.

Overall, this is a good entry level software if you can avoid the registration hassle. I'd evaluate the free trial version before going in for the purchase.","Some good features, registration is not worth the pain.",1358899200,,,register software must call number subjected extreme sale pitch upgrade find page publisher like m publisher create newsletter etc useful feature feel clunky used microsoft interface even photoshop element etc overall good entry level software avoid registration hassle evaluate free trial version going purchase,484,0,1.0
29,415,683,8534,8534,5.0,True,"03 11, 2014",A3AP2MA7YIWA4F,B00F8K9N32,{'Platform:': ' PC Disc'},Rick In NorthEast,"Review is about the PROGRAM, not Amazon.
This is the Business(ONLY) version and does NOT come with a free State.
(The other four types do...)
It is NOT for personal income taxes. (1040, etc.) SPECIAL USE ONLY...
My Mom died and it will cost (quoting inflated list prices) $200 to fill out a couple
forms to say ""she"" made a little money after her death...
I've heard other companies software products are less but are poor at this section...",Business version is a rip off. (By Intuit.),1394496000,,,review program amazon business version come free state four type personal income tax etc special use mom died cost quoting inflated list price fill couple form say made little money death heard company software product le poor section,441,0,1.0
30,228,157,1478,1478,5.0,False,"02 8, 2014",A10P8UG177H2XR,B000HCZ8EO,{'Format:': ' Software'},cyharriscat,"Do you need a basic but .docx/.xlsx/.pptx capable version of real Microsoft Office? OpenOffice not doing a good enough job for what you need? Are you put off by Office 2013, which doesn't offer three product keys for your trouble? Are you even more put off with Microsoft turning Office into Software as a Service with Office 365?

Well, you're going to have to accept some compromises, namely the hated Ribbon and not having all the Office apps. But there are Z number of people who have late Windows XP/early Windows Vista era PCs that are perfect for secondary production running Windows 7 from a retail upgrade disk-and when you do the clean install upgrade for Windows, which you will eventually have to do due to Windows rot, you are going to need Office and you may never get up the budget to where you want to invest in Office 2010 or later for such a low-end often barely Aero-capable PC, so this is perfect as long as you temper your expectations.

With properly set expectations and a legal copy of Office 2007 Home and Student, you can now get down to how it works.

It works by running basic Word, Excel, PowerPoint, and OneNote tasks  It's not going to wow you like a new version of Office, but a common thread I've read in hundreds of reviews for various versions and editions of Office is why do they break what works in the previous version when they release a new version? Well, by buying an older version, there are no surprises as regards what Office can and can't do, because it's been around for however many years it's been since the date the version in question (Office 2007 Home and Student, which is 7 years as of when I write this) was made.

What can it actually do? Well, Word's fully featured (as long as you're using it for home or student use.) Excel is fully featured as regards the base program (again, the same caveat applies.) PowerPoint will get your presentations done, although you'll miss some of the customizations of later versions. OneNote is fully featured, and it along with PowerPoint have the caveat that they're for home or student use. The only thing that really lacks in Home and Student versus let's say Ultimate (which I use for troubleshooting through over-engineering), is the Microsoft Office Tools-you can't expect fancy things like Business Contact Manager and the accompanying copy of SQL Server 2005 Express.

In case you're wondering, I'm reviewing this for my aunt and uncle, who sat there and bought a PC in May of 2009 and thanks to a certain ability I have to troubleshoot combined with them buying retail Windows 7 Home Premium Upgrade through the Best Buy fulfillment of the Windows 7 Upgrade Option that was current at the time along with retail Office 2007 Home and Student that they beat out of HP's customer (dis)service-albeit with having to pay for it, I get to (and thoroughly enjoy) troubleshooting their PC whenever it is having an issue because I'm on a mission to keep them off of the crack Windows that is Windows 8/RT/8.1/RT 8.1/Windows Phone 8X/Windows Phone 8.1x and I thoroughly enjoy every time I can fix their PC that uses this software.

Office 2007 Home and Student was a change for them at first from the WordPerfect Office suite they were using on their old XP computer, a Dell Dimension 2400 (They replaced it with an AMD Athlon 64 X2 7750+ 4GB RAM 500GB HD HP Pavilion Slimline S5120Y. But then again so was Vista and then 7-they didn't have too much trouble with Vista, but Windows 7 Home Premium combined with this version of Office makes them able to do everything they would ever want to do with Office and a PC. When that changes, they will upgrade-and so far it's not changing.

I just think that Office 2007 (whether lowly Home and Student or mighty Ultimate or something in between like Professional) didn't deserve the reputation it got as regards the Ribbon. People were (and some still are) so angry about the Ribbon that they don't like Office because of the Ribbon. I know I am not as qualified as some people to speak due to my aversion to command line interfaces, whether of the old school DOS/Unix variety or whether of the newfangled Windows PowerShell variety, but I know this for a fact:

Once I properly configured their PC with Windows 7 Home Premium Retail Upgrade on a clean install and reimported their programs, files, and settings, they were using it productively as could be until a virus hit that forced them to pay someone way too much to repair their computer. I was able to set it right and from the moment I first showed them how to do basic things like bold, underline, italics, margins, indentation, in other words showed them where Microsoft Office 2007 Home and Student put the tools they were using in WordPerfect Office, they've been happily using Office with the Ribbon.

I hate to discount those who have had negative experiences with Office 2007, because I don't like most change-especially not the licensing restrictions growing ever tighter since 2000, but I haven't had any problems with the Ribbon either.

So with the Ribbon discounted for us and our family, we can now move on to infinitely more pressing matters. Which is how does Office (specifically 2007 Home and Student) perform in real world tasks? Well, it doesn't make you have to renew the usage rights to it every year, it supports the .docx/.xlsx/.pptx trio, and it has a user interface that aside from being different is actually usable (if you can figure out what each button on each section of the ribbon is for, which ToolTips really help with that and they're on by default).

In summation, for the reasons outlined above, Microsoft Office 2007 Home and Student is worth the money if you can get a legal copy. I recommend it as long as it's needs match up well with what you need out of (specifically Microsoft) Office,

Take this as you will, 2 families' experiences with Office 2007, one Ultimate, one Home and Student, which is positive and we continue to use Office 2007 to this day.","It's maybe behind the curve, but you can still do a lot with it.",1391817600,,,need basic docx xlsx pptx capable version real microsoft office openoffice good enough job need put office offer three product key trouble even put microsoft turning office software service office well going accept compromise namely hated ribbon office apps z number people late window xp early window vista era pc perfect secondary production running window retail upgrade disk clean install upgrade window eventually due window rot going need office may never get budget want invest office later low end often barely aero capable pc perfect long temper expectation properly set expectation legal copy office home student get work work running basic word excel powerpoint onenote task going wow like new version office common thread read hundred review various version edition office break work previous version release new version well buying older version surprise regard office around however many year since date version question office home student year write made actually well word fully featured long using home student use excel fully featured regard base program caveat applies powerpoint get presentation done although miss customizations later version onenote fully featured along powerpoint caveat home student use thing really lack home student versus let say ultimate use troubleshooting engineering microsoft office tool expect fancy thing like business contact manager accompanying copy sql server express case wondering reviewing aunt uncle sat bought pc may thanks certain ability troubleshoot combined buying retail window home premium upgrade best buy fulfillment window upgrade option current time along retail office home student beat hp customer dis service albeit pay get thoroughly enjoy troubleshooting pc whenever issue mission keep crack window window rt rt window phone x window phone x thoroughly enjoy every time fix pc us software office home student change first wordperfect office suite using old xp computer dell dimension replaced amd athlon x gb ram gb hd hp pavilion slimline vista much trouble vista window home premium combined version office make able everything would ever want office pc change upgrade far changing think office whether lowly home student mighty ultimate something like professional deserve reputation got regard ribbon people still angry ribbon like office ribbon know qualified people speak due aversion command line interface whether old school do unix variety whether newfangled window powershell variety know fact properly configured pc window home premium retail upgrade clean install reimported program file setting using productively could virus hit forced pay someone way much repair computer able set right moment first showed basic thing like bold underline italic margin indentation word showed microsoft office home student put tool using wordperfect office happily using office ribbon hate discount negative experience office like change especially licensing restriction growing ever tighter since problem ribbon either ribbon discounted u family move infinitely pressing matter office specifically home student perform real world task well make renew usage right every year support docx xlsx pptx trio user interface aside different actually usable figure button section ribbon tooltips really help default summation reason outlined microsoft office home student worth money get legal copy recommend long need match well need specifically microsoft office take family experience office one ultimate one home student positive continue use office day,5990,1,1.0
31,441,1937,8589,8589,4.0,True,"07 22, 2015",A1Y3PKMAQEVHK7,B00FB5R6L0,,Bruce H,Nice software to copy disks.  Easy to use,Good inexpensive software for disk copies,1437523200,,,nice software copy disk easy use,41,1,1.0
32,690,2294,6541,6541,5.0,True,"01 25, 2015",A3E4OLI1U8WA5W,B008H3SW4I,{'Format:': ' Software'},Anthony C. Ho,Good stuff great quality s,Five Stars,1422144000,,,good stuff great quality,26,1,1.0
33,132,420,12422,12422,5.0,False,"04 25, 2013",A21S26XYPGXJZX,B001TYYZCA,,Bigdumptruck,"My step-son is an artist, and this tool kept him busy for hours, and taught him a LOT about using computer tools to create art. He has since moved on to professional drawing software, but Painter was the tool that showed him you could create real works of art on a computer.","Fun Product, Taught My Son About Computer Art",1366848000,,,step son artist tool kept busy hour taught lot using computer tool create art since moved professional drawing software painter tool showed could create real work art computer,274,1,1.0
34,534,1158,9580,9580,3.0,True,"03 30, 2015",ANFRSLQ583FE4,B00MA5TPN6,,sticks,I've been an IBM compatible computer user for years and was a Micosoft BETA tester for Windows 95 so naturally have a lot of Windows software. I recently became a Mac owner and found that many of the Windows applications I have had no Mac counterpart. Parallels seemed to be the answer. Using Parallels to run Windows reminded me of the days when Windows was an operating environment loaded after booting into DOS and it always felt that way to me. I encountered a problem in trying to print from Windows applications which rendered those applications useless. Attempts to get technical support from Parallels or Mac were fruitless. Parallels was unresponsive and Mac wanted $100 just to answer a question on the telephone. I had also purchased several Mac applications which were similar to their Windows counterpart but not as usable. I abandoned my Mac and returned to using my IBM compatible (which is nowadays called a PC). PC stands for Personal Computer which a Mac is also.,probably okay for confirmed Mac users,1427673600,,,ibm compatible computer user year micosoft beta tester window naturally lot window software recently became mac owner found many window application mac counterpart parallel seemed answer using parallel run window reminded day window operating environment loaded booting do always felt way encountered problem trying print window application rendered application useless attempt get technical support parallel mac fruitless parallel unresponsive mac wanted answer question telephone also purchased several mac application similar window counterpart usable abandoned mac returned using ibm compatible nowadays called pc pc stand personal computer mac also,981,0,1.0
35,256,869,1242,1242,5.0,True,"03 19, 2009",AW0UV7Z8909P6,B000EORV8Q,,Timothy R. Long,"First one I ever bought, so far so good.  Seems to work well and installation was easy, except that the installation instructions were difficult to follow.  I called my cable company and they helped me figure out what to do.",Wireless-G Cable/DSL Router,1237420800,,,first one ever bought far good seems work well installation easy except installation instruction difficult follow called cable company helped figure,224,1,1.0
36,864,1562,10911,10911,5.0,False,"12 30, 2015",A2RYWPOL4NN2KG,B010P91LYY,{'Platform:': ' PC/Mac'},Raed Haed,"I've been running Norton on my desktop for the past few years. I thought I would try this and see if I like it better. It does seem to use less resources and seems to pick up malware well. It doesn't quite have the bells and whistles that I have with the Norton. I can't get too technical on this review because I'm not a tech wiz, but it seems like McAfee runs smoother and doesn't slow down my computer as much as Norton does when it's running. I never got a virus while using Norton 360, so it'll be interesting to see how well McAfee protects me compared to Norton. So far I like it.",So far it's running well.,1451433600,3.0,,running norton desktop past year thought would try see like better seem use le resource seems pick malware well quite bell whistle norton get technical review tech wiz seems like mcafee run smoother slow computer much norton running never got virus using norton interesting see well mcafee protects compared norton far like,587,1,1.0
37,654,2796,6371,6371,4.0,False,"09 28, 2012",ALDAF4VVLFRHP,B006WVR9GY,{'Platform:': ' PC/Mac Disc'},Patricia Brouillette,"I am going to school working on my Bachelors' degree  in Photograph, I am required to use Adobe Lightroom, so when I got this, I was looking forward to see how it compared to Lightroom. It is definitely a nice and cheaper alternative, especially for beginners or just for family photos.

It isn't quite up to Lightroom, but definitely something that might be good to start out with, especially if you are a beginner and/or on a budget.

It is nice to download my sd card and being able to get an overview of all the photos that I have taken, also having a program that will organize the photos and put them in specific folders. It is a very hand program.",Cool alternative,1348790400,5.0,,going school working bachelor degree photograph required use adobe lightroom got looking forward see compared lightroom definitely nice cheaper alternative especially beginner family photo quite lightroom definitely something might good start especially beginner budget nice download sd card able get overview photo taken also program organize photo put specific folder hand program,654,1,1.0
38,582,87,9794,9794,5.0,True,"09 28, 2015",AQVNJVVCII62J,B00MV9EL6M,,Yavapaibill,Works as advertised,Excellent product,1443398400,,,work advertised,19,1,1.0
39,200,1808,909,909,4.0,False,"06 18, 2015",A13BTMCSLTQ48R,B0002ZALES,{'Platform:': ' PC'},Llama Mama,"This game is super popular among ND fans. More than once Ive heard people say that its one of the best (if not the best) titles in the series. But it also has a reputation for being fairly scary and having very complicated puzzles. I guess it was that reputation that turned me off to this game, but I finally ended up buying it because I felt like I couldn't call myself a true Nancy Drew fan without having played Curse of Blackmoor Manor. I'm going to split my review up into different sections so I can give the game a more accurate rating.

PLOT  5/5:  This was one of the most interesting plots Ive come across in a ND game. Nancy has been asked by her neighbor, Mrs. Petrov, to fly to England and help her daughter. Her daughter Linda recently married a British diplomat named Hugh Penvellyn, but since her wedding Lindas attitude has drastically changed. She has become short tempered and paranoid and constantly getting sick, and by the time Nancy gets to Blackmoor Manor Linda has hidden herself away in her bedroom and refuses to show her face to anyone.  Blackmoor Manor has a storied reputation of secrets and witchcraft and for generations locals have believed it to be haunted by a werewolf-like monster called the Beast of Blackmoor. Its up to Nancy to get to the bottom of all of this to help Linda.

Like I said, I thought this plot was fascinating. There was so much detail put into the history of Blackmoor and the Penvellyn family history and I had so much fun unravelling it all as the plot went on. It was a great length and held my interest the whole time. I really have no complaints about the plot.

CHARACTERS  4.5/5: There was a really great cast of characters in this game. There was Linda, who I thought was very interesting and I wished I could have interacted more with her. The other residents of the house were Jane, Lindas 12 year old step daughter (also one of my new favorite characters), Hugh Penvellyns aunt Mrs. Drake, and Nigel, a historian who is currently researching Blackmoor Manor for a book he is writing on the Penvellyn family. There was also Janes tutor Ethel, but Ethel was different because you could only talk to her a couple of times over the course of the game. There was also Loulou, the annoying hint parrot. I really enjoyed the voice acting work and impressed overall with the characters.

SETTING  4.5/5: Blackmoor Manor was definitely an interesting place. It reminded me a lot of Wickford Castle from Treasure in the Royal Tower  especially the main hall. Blackmoor Manor was excessively decorated so there was plenty to look at even if some parts of it were pretty gaudy. It was huge and there was a ton to explore, not to mention lots of areas unlocked over the course of the story. I also really enjoyed the music in this game.

PUZZLES - 4/5: This was a puzzle heavy game. The puzzles ranged from ones that were quick and self-explanatory to ones that were incredibly complicated and took many different steps to complete. I used a walkthrough for most of it. I did appreciate how well thought out the puzzles were, however some of them were so long and complicated that it felt daunting having to complete them. There weren't really any chores in this game, which was good. The only thing that could come close to counting as a chore was that Jane required you to play a game with her before she would do anything for you. This was a little annoying but luckily her games were easy.

IS IT CHALLENGING? Absolutely. There was no way I could have figured out some of those puzzles without a walkthrough. 4.5/5

ENDING - 4/5: The ending was good, but not as strong as the other aspects of the game. The reveal at the end and the appearance of the culprit was kind of abrupt and a little underwhelming. The culprits motives made sense but I didn't really like who they chose as the culprit. But catching them was exciting and I liked how everything was wrapped up in the epilogue.

FINAL SCORE:
Plot: 5
Characters: 4.5
Setting: 4.5
Puzzles: 4
Challenge: 4.5
Ending: 4
= 26.5, divided by 6 = 4.41 rounded to 4 stars",Puzzles Galore,1434585600,2.0,,game super popular among nd fan ive heard people say one best best title series also reputation fairly scary complicated puzzle guess reputation turned game finally ended buying felt like call true nancy drew fan without played curse blackmoor manor going split review different section give game accurate rating plot one interesting plot ive come across nd game nancy asked neighbor mr petrov fly england help daughter daughter linda recently married british diplomat named hugh penvellyn since wedding lindas attitude drastically changed become short tempered paranoid constantly getting sick time nancy get blackmoor manor linda hidden away bedroom refuse show face anyone blackmoor manor storied reputation secret witchcraft generation local believed haunted werewolf like monster called beast blackmoor nancy get bottom help linda like said thought plot fascinating much detail put history blackmoor penvellyn family history much fun unravelling plot went great length held interest whole time really complaint plot character really great cast character game linda thought interesting wished could interacted resident house jane lindas year old step daughter also one new favorite character hugh penvellyns aunt mr drake nigel historian currently researching blackmoor manor book writing penvellyn family also janes tutor ethel ethel different could talk couple time course game also loulou annoying hint parrot really enjoyed voice acting work impressed overall character setting blackmoor manor definitely interesting place reminded lot wickford castle treasure royal tower especially main hall blackmoor manor excessively decorated plenty look even part pretty gaudy huge ton explore mention lot area unlocked course story also really enjoyed music game puzzle puzzle heavy game puzzle ranged one quick self explanatory one incredibly complicated took many different step complete used walkthrough appreciate well thought puzzle however long complicated felt daunting complete really chore game good thing could come close counting chore jane required play game would anything little annoying luckily game easy challenging absolutely way could figured puzzle without walkthrough ending ending good strong aspect game reveal end appearance culprit kind abrupt little underwhelming culprit motif made sense really like chose culprit catching exciting liked everything wrapped epilogue final score plot character setting puzzle challenge ending divided rounded star,4077,1,0.75
40,916,581,1668,1668,3.0,True,"11 21, 2014",A20Z9Y3POX1H28,B000U0I11A,,midwesterner,worked but not buy it again because the newer product is beter.,Three Stars,1416528000,,,worked buy newer product beter,63,0,1.0
41,391,209,4953,4953,1.0,False,"01 4, 2011",A390UFRRO2BLZS,B003YJ5DSS,"{'Format:': ' Box', 'Platform:': ' PC Disc'}",Tony Polito,"I owned Q2008, Q2005 & Q2002 and I used them daily. during that decade, I observed no significant product improvements, just a huge increase in software bugs.

Look up the Q2010 and/or Q2008 products, where I posted detailed logs/diaries of the endless bugs, errors and frustrations I endured as a Quicken user.

In August, 2010, I finally migrated to the Moneydance product and--after the migration and learning curve issues--I find it swims slick as an eel. I wish I'd done it years sooner.

Since at least 2002, Intuit has been using Quicken as a pure 'cash cow' - a product to milk revenue out of, but making no investment in it - while it continues to toy around with other new product developments toward future revenue streams.

The history of the Quicken product doesn't suggest a bright future for Quicken users. Don't get suckered into starting up with Quicken. Go with Moneydance.","A lousy, buggy product since 2002. Go with Moneydance.",1294099200,9.0,,owned q q q used daily decade observed significant product improvement huge increase software bug look q q product posted detailed log diary endless bug error frustration endured quicken user august finally migrated moneydance product migration learning curve issue find swim slick eel wish done year sooner since least intuit using quicken pure cash cow product milk revenue making investment continues toy around new product development toward future revenue stream history quicken product suggest bright future quicken user get suckered starting quicken go moneydance,891,1,0.75
42,7,2285,7037,7037,5.0,True,"03 28, 2013",A2B9N8LRE4CG7O,B009CCVMO0,{'Format:': ' Software'},Jesse Crenshaw,have used for years. This year they added he ability to download investments and have TT calculate the gains and losses.  Worth every penny.,Great as usual,1364428800,,,used year year added ability download investment tt calculate gain loss worth every penny,140,1,1.0
43,163,212,7688,7688,5.0,True,"03 8, 2015",A2XEQVDAPBKYF1,B00E6LJBUO,{'Format:': ' Software Download'},William,Nice...as expected,Five Stars,1425772800,,,nice expected,18,1,1.0
44,218,565,5490,5490,5.0,True,"11 28, 2011",A2CZXRWXCCN9JX,B004Y8MKZM,{'Package Type:': ' Frustration-Free Packaging'},mkegaffer,"Love Kaspersky! If you tune it correctly, it doesn't use all of the CPU overhead that you get hit with by Norton or McAfee",Love Kaspersky!,1322438400,,,love kaspersky tune correctly use cpu overhead get hit norton mcafee,122,1,1.0
45,575,2106,4168,4168,4.0,False,"09 29, 2011",A3IOCPLIMYDBCD,B002CMWEY4,,Hummingbirder,"I wanted to give this a try because I was curious.  I am not a scrapbook fanatic, but I do sometimes want to create something with a personal touch.

I have used this on two laptops.  One was rather old, and it took too long to complete a project.  I happened to purchase a new laptop with a faster processor and a lot of memory and disk space.  The software is intuitive, but you'll need to visit the website for updated files. I've made up a few special cards for special people, and they were happy to receive them.

This software is too clunky for hard core paper crafters.  But if you want to try your hand at a new hobby, this is a good start.",Good for the Casual User,1317254400,,,wanted give try curious scrapbook fanatic sometimes want create something personal touch used two laptop one rather old took long complete project happened purchase new laptop faster processor lot memory disk space software intuitive need visit website updated file made special card special people happy receive software clunky hard core paper crafter want try hand new hobby good start,649,1,1.0
46,439,288,5808,5808,5.0,True,"08 24, 2014",A7CEP1AKDJXFO,B005CELKLM,{'Platform:': ' PC Download'},Old Guy,"I am again sourly disappointed with the installation process, tech support and licensing hassles of PaperPort 14.  This install was an upgrade from PP12 because it had been reinstalled too many times, causing blockage by Nuance.  I could have called them again but it was time to get the latest version.

I am a home user, who started with PagesPro then a Xerox product.  I like the product, particularly the image printing to PDF and the PDF editing features.  I use them regularly.

Unfortunately, with this edition, after a clean re-install of WIN7 Pro 64-bit the image printer driver refused to install -- the main program installed fine.  I called Nuance support, no 800 number available, was on hold forever and the best they could do was say try reinstalling with the firewall and anti-virus disabled.  That made no sense, the main program was installed and registered.

My  problem was with the printer driver install only.  There are a lot of us with that problem.  I read their posts.  I tried many workarounds with no meaningful help from Nuance.  Finally, I found a utility in the image printer driver's program folder for reinstalling the printer driver after an OS upgrade -  WORKED LIKE A CHAMP. To bad Nuance did not know enough to tell me to try it.

ALSO, there is a known bug in the standard version of PP14's update program.  It does not report any update!  There are many workarounds on the web for that as well, however, none worked for me.  I am yet to call Nuance for their ""help"" with this known bug.  I do not hold out much hope for that.","Great product, poor company.",1408838400,7.0,,sourly disappointed installation process tech support licensing hassle paperport install upgrade pp reinstalled many time causing blockage nuance could called time get latest version home user started pagespro xerox product like product particularly image printing pdf pdf editing feature use regularly unfortunately edition clean install win pro bit image printer driver refused install main program installed fine called nuance support number available hold forever best could say try reinstalling firewall anti virus disabled made sense main program installed registered problem printer driver install lot u problem read post tried many workarounds meaningful help nuance finally found utility image printer driver program folder reinstalling printer driver o upgrade worked like champ bad nuance know enough tell try also known bug standard version pp update program report update many workarounds web well however none worked yet call nuance help known bug hold much hope,1564,0,1.0
47,518,2933,1900,1900,5.0,True,"11 20, 2010",A3TVV8KJK832AH,B0000AZJY6,{'Color:': ' 0.3823294459'},halSoCal,"Two of these switches replaced two Linksys switches that continually needed to be re-booted.  The two Asante switches worked flawlessly for day one.  When I had a question I got outstanding support within less than 5 minutes from someone in the United States who could answer my question. As a result, I just purchased a Asante wireless router.",Works far better than Linksys switch,1290211200,,,two switch replaced two linksys switch continually needed booted two asante switch worked flawlessly day one question got outstanding support within le minute someone united state could answer question result purchased asante wireless router,344,1,0.75
48,772,2717,1022,1022,3.0,False,"02 23, 2006",A1D7X065RAZEH3,B000B8K7SG,,Elsie,"Why did they change from a previously easy to use format? Last year one could go to a ""check return for errors"" tab and it would run a program to find mistakes. This year they buried this process in a way that is hard to figure out. I realized I was lost in the program and couldn't find out what I had overlooked or how to fix it- until I finally discovered I had to go to ""show all my forms"" where they had a tiny indicator ""not done"". [...]",Why did you change your format Turbotax???????,1140652800,3.0,,change previously easy use format last year one could go check return error tab would run program find mistake year buried process way hard figure realized lost program find overlooked fix finally discovered go show form tiny indicator done,443,0,1.0
49,708,28,5634,5634,1.0,True,"02 16, 2012",A2M3KEMN3U4IBO,B0056CZC2S,{'Format:': ' CD-ROM'},Masazumi Kotani,"It is very slow to scan incoming e-mail, and very slow to open website
I had AVG Internet Security and AVG is much faster incoming e-mail scanning, also much faster openning the websites",Very slow scanning incoming e-mail and webisite,1329350400,2.0,,slow scan incoming e mail slow open website avg internet security avg much faster incoming e mail scanning also much faster openning website,186,1,0.75
